tick,hero_name,x,y,hp
58137,Magnataur,24651.0,16514.0,1662
58165,WitchDoctor,13101.81,12868.44,1991
58173,Bloodseeker,14773.69,20936.41,2451
58175,Disruptor,19293.94,14233.22,1616
58183,Venomancer,17991.97,14747.06,1286
58191,DoomBringer,20538.66,15248.38,2809
58195,Alchemist,14044.5,8363.25,2047
58207,Mars,8503.22,17269.44,2905
58227,Magnataur,24572.44,16743.72,1619
58233,Bloodseeker,15360.34,21007.19,2672
58235,Disruptor,19986.44,13947.62,1616
58243,Venomancer,18628.84,14853.81,1286
58265,DoomBringer,20481.34,15913.41,2809
58267,Mars,8934.59,18010.47,2905
58275,Alchemist,14033.12,8468.78,2052
58295,Disruptor,20579.53,14290.69,1616
58297,Magnataur,24563.59,17321.62,1608
58303,Venomancer,19233.09,15110.62,1286
58305,Bloodseeker,15787.41,20963.38,2661
58327,Mars,9786.38,18178.88,2905
58337,Alchemist,13652.62,9179.03,2071
58337,DoomBringer,20423.78,16210.16,2752
58355,Disruptor,20699.5,14944.38,1616
58363,Venomancer,19788.0,15459.5,1286
58365,Bloodseeker,16607.56,20950.91,2652
58383,WitchDoctor,12856.03,13337.06,2079
58383,Magnataur,24620.12,17605.97,1606
58397,Alchemist,13746.03,9873.66,2090
58413,DoomBringer,20354.12,16219.34,2663
58415,Disruptor,21211.06,14748.97,1616
58423,Venomancer,20388.78,15285.62,1286
58425,Bloodseeker,17222.53,20666.72,2654
58427,Mars,10191.59,18621.22,2905
58443,WitchDoctor,12485.41,13887.62,2079
58457,Alchemist,14605.16,11506.62,2109
58463,Magnataur,24358.09,17474.91,1598
58475,Disruptor,21750.06,14275.97,1616
58483,Venomancer,21014.72,15141.81,1286
58487,Mars,10460.94,19324.16,2905
58501,Bloodseeker,17386.78,20588.59,2669
58503,WitchDoctor,12326.28,14538.94,2079
58503,DoomBringer,20354.12,16219.34,2562
58519,Alchemist,14793.0,12029.03,1946
58523,Magnataur,24460.59,16748.31,1614
58547,Mars,10869.62,20104.69,2739
58549,Disruptor,22174.44,13773.12,1616
58567,Bloodseeker,17624.19,20077.53,2666
58577,WitchDoctor,12304.38,14761.12,2079
58583,Magnataur,24549.84,16048.19,1631
58585,Alchemist,14866.5,12508.0,1929
58593,DoomBringer,20354.12,16219.34,2502
58609,Disruptor,22526.75,13112.38,1616
58613,Mars,11449.78,20369.91,2777
58627,Bloodseeker,17562.25,19227.19,2657
58637,WitchDoctor,11810.31,14667.59,2079
58643,Magnataur,24259.53,15439.66,1647
58651,Alchemist,14832.62,12116.84,1920
58655,QueenOfPain,9662.56,11732.53,3220
58677,DoomBringer,20354.12,16219.34,2423
58689,Mars,11634.59,20640.25,2813
58697,WitchDoctor,12287.38,14219.81,2079
58701,Disruptor,22786.25,12617.44,1616
58703,Magnataur,23580.5,15055.78,1663
58707,Bloodseeker,17612.44,19135.75,2661
58717,QueenOfPain,9422.75,12299.88,3220
58719,Alchemist,14943.62,12316.59,1923
58757,WitchDoctor,12783.56,13873.84,2079
58757,Mars,11724.81,20732.41,2853
58759,DoomBringer,20220.53,16234.66,2422
58763,Magnataur,23128.72,14561.06,1679
58767,Bloodseeker,18172.34,18709.59,2672
58777,QueenOfPain,8982.38,12800.09,3220
58779,Alchemist,15670.03,12052.44,1925
58817,WitchDoctor,13154.5,14262.41,2079
58817,Mars,11776.25,21392.44,2877
58819,DoomBringer,19432.25,16345.47,2458
58819,Disruptor,23045.5,12427.09,1616
58823,Magnataur,22748.19,13906.66,1696
58827,Bloodseeker,18763.44,18327.91,2672
58837,QueenOfPain,8749.06,13426.69,3220
58839,Alchemist,16478.31,11441.0,1944
58877,WitchDoctor,13691.94,14634.56,2079
58877,Mars,12309.34,21796.5,2856
58877,Venomancer,20832.69,14965.97,1286
58879,DoomBringer,18823.88,16704.47,2494
58879,Disruptor,23615.69,12005.0,1616
58887,Bloodseeker,19411.03,18092.97,2672
58891,Magnataur,22247.19,13470.0,1714
58915,QueenOfPain,8438.19,14820.28,3220
58917,Alchemist,16770.72,11345.56,1889
58937,WitchDoctor,14312.0,14917.97,2079
58937,Mars,13105.56,22170.84,2890
58939,DoomBringer,18322.25,16675.25,2530
58941,Disruptor,23766.78,12059.09,1616
58947,Bloodseeker,19996.47,17506.66,2672
58951,Magnataur,21727.09,12903.81,1730
58989,QueenOfPain,8497.56,15443.81,3220
58993,Alchemist,16723.28,11270.38,1850
58999,Mars,13438.03,22221.0,2905
58999,DoomBringer,17854.31,17115.34,2566
59001,Disruptor,23095.72,12114.38,1616
59007,Bloodseeker,20392.72,16825.69,2672
59019,Magnataur,21297.81,12515.81,1749
59037,Jakiro,12046.0,16219.41,2318
59059,Mars,12770.19,22054.97,2905
59059,DoomBringer,17267.69,17453.31,2602
59061,Disruptor,22657.72,11661.06,1616
59069,Alchemist,16765.25,11256.44,1835
59089,Bloodseeker,20568.88,16548.38,2659
59103,Magnataur,21349.59,12617.66,1701
59107,QueenOfPain,8472.91,15757.62,3215
59125,DoomBringer,16839.91,17724.75,2642
59129,Alchemist,18332.59,12116.28,1854
59141,Mars,12148.97,21575.94,2905
59149,Jakiro,11962.47,16746.25,2281
59165,Venomancer,20413.5,15321.47,1286
59167,Disruptor,22560.22,11671.47,1616
59171,Bloodseeker,20534.62,16498.03,2665
59177,Magnataur,21573.03,12682.47,1622
59181,QueenOfPain,9990.59,16629.19,3220
59205,WitchDoctor,14113.84,14553.5,2079
59209,Alchemist,18275.0,12143.41,1852
59211,Mars,11718.09,20851.03,2905
59215,DoomBringer,16839.91,17724.75,2696
59223,Jakiro,11649.25,16914.09,2277
59225,Venomancer,20187.0,15199.97,1286
59231,Bloodseeker,20068.41,15892.25,2661
59241,QueenOfPain,10596.62,16914.91,3220
59261,Magnataur,21770.31,12575.44,1606
59273,Disruptor,22415.59,12078.66,1616
59283,Alchemist,18355.47,11906.81,1857
59301,WitchDoctor,13799.91,14404.66,2079
59303,QueenOfPain,11230.81,17179.5,3308
59303,Bloodseeker,19828.06,15252.5,2672
59305,DoomBringer,16839.91,17724.75,2750
59311,Mars,11521.56,20520.06,2903
59325,Jakiro,11649.25,16914.09,2149
59325,Magnataur,21826.19,11769.31,1623
59343,Alchemist,18491.06,11260.28,1876
59347,Venomancer,20544.75,15147.88,1286
59363,QueenOfPain,11874.75,17012.75,3308
59373,DoomBringer,16997.69,17496.53,2792
59379,WitchDoctor,13818.12,14610.47,2079
59379,Bloodseeker,19778.19,15658.34,2666
59385,Magnataur,22216.59,10994.97,1639
59401,Mars,11481.06,20013.56,2905
59403,Alchemist,18765.5,10510.84,1895
59405,Jakiro,11475.91,17242.09,2128
59407,Venomancer,20935.5,14617.84,1286
59433,DoomBringer,16995.19,18173.81,2809
59439,Bloodseeker,19304.75,16217.34,2658
59445,Magnataur,22027.72,10292.72,1655
59457,WitchDoctor,13662.09,14576.0,2079
59461,Mars,11805.19,19896.28,2905
59463,Alchemist,18908.22,9791.69,1914
59465,Jakiro,11535.28,17995.75,2145
59467,Venomancer,21323.88,14084.22,1286
59493,DoomBringer,16992.84,18853.81,2809
59499,Bloodseeker,18746.03,16814.44,3014
59503,QueenOfPain,12313.5,16962.53,3308
59505,Magnataur,21179.56,10393.44,1672
59515,Disruptor,22053.0,11800.72,1616
59519,WitchDoctor,13342.06,14956.38,2079
59521,Mars,12476.47,19776.03,2905
59523,Alchemist,19024.34,9123.69,1933
59525,Jakiro,11481.0,18626.78,2162
59527,Venomancer,21553.53,13584.0,1286
59553,DoomBringer,17394.28,19296.16,2809
59559,Bloodseeker,17971.66,17052.91,3024
59563,QueenOfPain,12897.16,16636.5,3308
59565,Magnataur,20455.81,10416.31,1688
59575,Disruptor,21509.06,11415.84,1616
59581,WitchDoctor,13593.97,15076.09,2079
59581,Mars,12753.69,20460.22,2905
59583,Alchemist,19114.62,8451.97,1952
59585,Jakiro,10937.31,19011.81,2179
59587,Venomancer,21659.0,12942.0,1286
59619,Bloodseeker,17290.09,16830.91,3024
59641,WitchDoctor,14281.69,15108.91,2079
59643,Magnataur,20380.06,10346.5,1709
59643,DoomBringer,17826.59,19828.72,2809
59645,Jakiro,10859.34,19763.41,2197
59647,Venomancer,21503.16,12322.72,1286
59653,Alchemist,19037.88,8169.75,1907
59679,Bloodseeker,16662.84,16454.66,3024
59705,Jakiro,10857.81,20488.75,2214
59709,QueenOfPain,13350.66,16223.81,3308
59709,DoomBringer,17660.19,19875.06,2809
59719,WitchDoctor,14768.88,15340.91,2079
59729,Venomancer,21129.78,12057.31,1286
59731,Alchemist,18996.47,8167.53,1909
59731,Magnataur,20388.75,10294.22,1733
59753,Bloodseeker,16505.91,16151.75,3024
59765,Jakiro,11054.59,21172.72,2231
59769,QueenOfPain,13981.5,16331.5,3308
59787,WitchDoctor,14345.91,15126.03,2079
59789,DoomBringer,17729.91,19509.97,2887
59789,Venomancer,20821.12,11590.34,1286
59795,Magnataur,20756.88,10398.94,1752
59799,Alchemist,18429.16,8214.91,1923
59813,Bloodseeker,17283.94,16091.31,3024
59825,Jakiro,11680.97,21504.03,2249
59829,QueenOfPain,14618.56,16235.09,3308
59847,WitchDoctor,14933.19,15135.41,2079
59849,Venomancer,20423.5,11088.19,1286
59851,Mars,12708.84,20524.59,2905
59855,Magnataur,20827.06,11114.03,1773
59859,Alchemist,17663.66,8400.16,1943
59863,Disruptor,20963.97,11598.84,1616
59873,Bloodseeker,17530.19,16070.88,3013
59885,Jakiro,11873.0,22028.34,2266
59887,DoomBringer,17724.0,19846.84,2882
59909,WitchDoctor,14351.34,15025.38,2079
59909,Venomancer,19896.38,10791.59,1286
59913,Mars,12887.41,20629.62,2905
59923,Disruptor,20277.0,11865.19,1616
59927,Magnataur,20655.38,11359.16,1751
59929,Alchemist,17305.69,8603.34,1965
59933,Bloodseeker,18034.62,16271.28,3021
59935,QueenOfPain,15088.66,15845.38,3308
59945,Jakiro,11814.59,22785.47,2283
59971,WitchDoctor,14233.22,15345.03,2079
59975,Mars,13600.81,20455.94,2762
59977,DoomBringer,17639.69,19457.81,2897
59989,Alchemist,17058.69,9165.69,1984
59993,Bloodseeker,18712.0,16418.97,3016
59995,Venomancer,20092.31,11031.81,1286
59997,QueenOfPain,14720.16,16209.34,3308
59999,Magnataur,20660.75,11069.0,1740
60005,Jakiro,12019.56,23453.03,2301
60017,Disruptor,19690.84,11496.31,1616
60031,WitchDoctor,13886.09,15519.38,2079
60049,Alchemist,17072.94,9804.47,2003
60053,Mars,13536.66,20551.06,2807
60053,Bloodseeker,19426.09,16339.69,3024
60055,Venomancer,19743.75,11184.09,1286
60057,QueenOfPain,14627.59,16863.62,3308
60059,Magnataur,20071.06,11047.56,1761
60059,DoomBringer,17719.38,19869.28,2897
60071,Jakiro,12664.56,23454.69,2318
60077,Disruptor,18821.97,11590.22,1616
60091,WitchDoctor,13551.94,16112.0,2079
60113,Mars,13066.06,20670.34,2842
60113,Bloodseeker,20123.0,16054.75,3024
60115,Venomancer,19261.38,11339.69,1286
60119,Alchemist,16726.94,9849.75,2013
60119,Magnataur,19392.94,10386.34,1783
60123,DoomBringer,17706.88,19584.94,2897
60131,QueenOfPain,12840.53,16784.03,3308
60131,Jakiro,13337.0,23206.41,2318
60139,Disruptor,18099.12,11927.12,1616
60151,WitchDoctor,13055.97,16506.34,2079
60173,Mars,12578.38,19982.84,2877
60173,Bloodseeker,19616.03,15493.78,3024
60175,Venomancer,18765.88,10924.53,1286
60183,DoomBringer,17818.66,18978.53,2897
60185,Alchemist,16952.59,9685.47,2037
60197,Jakiro,13461.81,23192.81,2318
60199,Disruptor,18466.97,11153.09,1616
60203,QueenOfPain,12219.69,16626.94,3308
60211,WitchDoctor,13160.19,17187.75,2079
60217,Magnataur,18896.62,9889.12,1792
60233,Bloodseeker,19091.16,15038.31,3024
60235,Venomancer,18673.06,10220.59,1286
60237,Mars,12447.75,19300.66,2905
60243,DoomBringer,17558.34,18307.28,2897
60247,Alchemist,17356.47,9797.19,2057
60257,Jakiro,13532.56,22890.53,2318
60263,QueenOfPain,11822.38,16876.62,3308
60265,Disruptor,17361.41,9864.53,1584
60271,WitchDoctor,13019.47,17776.88,2079
60293,Bloodseeker,18621.62,14510.88,3024
60297,Mars,12655.47,18571.5,2905
60297,Magnataur,17100.59,9713.09,1765
60297,Venomancer,18072.72,10018.03,1268
60305,DoomBringer,17532.31,16482.41,2897
60317,Jakiro,14225.56,22593.56,2318
60325,Alchemist,17157.72,9903.78,1439
60331,WitchDoctor,12488.44,18217.44,2079
60335,Disruptor,17584.25,9565.69,1498
60353,Bloodseeker,18147.62,13828.94,3024
60357,Mars,13030.91,17919.97,2905
60365,DoomBringer,17557.88,15805.12,2897
60369,Venomancer,17771.94,9971.22,1240
60379,Magnataur,17209.44,9830.44,1695
60391,Alchemist,17315.78,9841.78,259
60407,Jakiro,14006.62,22518.28,2318
60413,Bloodseeker,17781.22,12925.84,3024
60413,Disruptor,17649.38,9513.59,1385
60415,QueenOfPain,16307.16,9317.69,3308
60417,Mars,13184.97,17221.94,2905
60425,DoomBringer,17598.34,15127.41,2897
60443,Venomancer,18040.09,9978.66,1272
60451,Magnataur,17556.66,10006.69,1763
60467,Jakiro,13247.34,22522.94,2318
60473,Bloodseeker,17805.41,12328.09,3024
60473,Disruptor,18343.0,8997.0,1432
60475,QueenOfPain,16614.38,9656.16,3308
60477,Mars,13093.0,16473.69,2905
60485,DoomBringer,17676.38,14451.88,2897
60491,WitchDoctor,11982.81,18170.41,2079
60503,Venomancer,18441.25,10193.88,1293
60511,Magnataur,18339.28,9995.31,1727
60527,Jakiro,12584.44,22244.62,2318
60533,Bloodseeker,17759.19,11876.53,3024
60533,Disruptor,18851.0,9279.41,1605
60537,QueenOfPain,16060.78,9831.22,3308
60537,Mars,13356.06,16103.84,2905
60545,DoomBringer,17752.16,13776.34,2897
60551,WitchDoctor,11574.16,17615.41,2079
60563,Venomancer,18926.59,10210.72,1374
60571,Magnataur,19084.41,10173.84,1902
60587,Jakiro,12141.78,21646.25,2318
60593,Bloodseeker,18270.12,11461.53,3024
60593,Disruptor,19118.0,9950.19,1660
60597,QueenOfPain,15521.41,9685.0,3308
60599,Mars,13888.22,15610.28,2905
60605,DoomBringer,17566.59,13125.78,2897
60611,WitchDoctor,11750.31,17068.62,2079
60635,Magnataur,18739.25,10645.94,1902
60641,Venomancer,19470.88,10499.84,1374
60647,Jakiro,11720.97,21030.19,2318
60653,Bloodseeker,18567.41,10742.22,3024
60653,Disruptor,18777.38,10565.16,1660
60657,QueenOfPain,15322.94,9294.09,3308
60659,Mars,14449.72,15139.41,2905
60665,DoomBringer,17153.66,12464.31,2897
60671,WitchDoctor,12260.34,16603.91,2079
60695,Magnataur,18259.28,11344.88,1902
60701,Venomancer,19735.25,11100.91,1374
60713,Bloodseeker,18611.38,9996.66,3024
60713,Disruptor,18474.53,11284.38,1660
60725,DoomBringer,16671.47,12700.16,2897
60729,Mars,16071.53,16072.75,2905
60735,QueenOfPain,14921.88,9143.22,3308
60755,Magnataur,17584.81,12073.56,1902
60761,Venomancer,19255.16,11456.44,1374
60773,Bloodseeker,18221.03,9832.72,3024
60773,Disruptor,18005.5,11986.91,1660
60775,WitchDoctor,12506.78,16531.62,2079
60785,DoomBringer,16719.16,13376.09,2897
60797,Mars,16236.72,15782.31,2905
60821,Venomancer,18550.06,11724.09,1374
60835,Bloodseeker,17804.09,10504.19,3024
60835,Disruptor,17468.88,12694.19,1660
60839,Magnataur,17115.28,12937.47,1902
60847,QueenOfPain,14790.28,8904.5,3308
60849,DoomBringer,16715.97,13810.16,2897
60859,Mars,15530.09,16373.31,2905
60883,Venomancer,18066.34,12336.41,1374
60895,Bloodseeker,17703.97,11402.44,3024
60895,Disruptor,17080.84,13477.31,1660
60899,Magnataur,16717.5,13856.94,1902
60913,DoomBringer,16692.91,14368.19,2897
60919,Mars,14913.75,16945.53,2905
60923,QueenOfPain,14229.28,8597.47,3308
60925,Jakiro,11558.88,20797.84,2266
60941,WitchDoctor,12432.19,16643.09,2031
60943,Venomancer,17600.25,12934.75,1374
60955,Bloodseeker,17861.97,12080.12,3024
60955,Disruptor,16594.97,14202.16,1660
60959,Magnataur,16155.31,14658.41,1902
60973,DoomBringer,16325.53,14732.91,2897
60983,Mars,14656.03,17118.66,2905
61003,Venomancer,17135.44,13534.69,1374
61015,Disruptor,16046.88,14881.22,1660
61019,Jakiro,11596.06,20789.94,2226
61019,Magnataur,15462.31,15351.41,1902
61021,QueenOfPain,13857.75,8863.75,3308
61033,DoomBringer,15705.41,15348.88,2897
61035,WitchDoctor,12412.12,16506.53,1923
61039,Bloodseeker,18074.81,12295.53,3006
61043,Mars,14661.69,16378.94,2905
61063,Venomancer,16661.03,14127.12,1374
61079,Jakiro,12199.19,20342.78,2209
61093,Disruptor,15254.34,15844.53,1660
61095,QueenOfPain,13796.03,10657.84,3308
61103,Mars,14503.62,16306.91,2270
61111,Magnataur,14478.78,16394.88,1902
61119,Bloodseeker,17554.47,12409.34,3014
61123,WitchDoctor,12680.91,16311.16,1907
61123,Venomancer,16144.62,14678.59,1374
61139,Jakiro,12466.19,19687.22,2227
61143,DoomBringer,14461.28,16359.34,2897
61155,QueenOfPain,13724.09,11292.91,3308
61163,Mars,14654.75,16292.5,2270
61179,Bloodseeker,16707.09,12636.94,3021
61183,Venomancer,15604.56,15209.44,1374
61185,Disruptor,15492.34,15435.5,1660
61193,WitchDoctor,13170.81,16030.81,1925
61199,Jakiro,12566.44,18934.53,2244
61215,QueenOfPain,13735.44,11929.53,3308
61225,Mars,14383.81,16357.84,1421
61239,Bloodseeker,15953.88,13110.47,3024
61243,Magnataur,14642.44,16252.16,1902
61249,DoomBringer,14354.88,16366.66,2897
61251,Venomancer,15149.81,15757.25,1374
61253,WitchDoctor,13746.91,15928.41,1940
61259,Jakiro,12823.72,18232.97,2261
61263,Disruptor,15788.5,15772.5,1596
61275,QueenOfPain,13809.44,12570.28,3308
61299,Bloodseeker,15328.78,13791.69,3024
61311,Mars,14258.75,16423.06,247
61319,Jakiro,13211.0,17586.97,2278
61321,Venomancer,14724.31,16142.56,1354
61323,Disruptor,15514.31,16041.44,1591
61329,WitchDoctor,13787.53,15799.19,1916
61343,DoomBringer,14170.19,16407.06,2642
61345,QueenOfPain,13880.0,14502.81,3308
61361,Magnataur,14497.78,16370.94,1670
61361,Bloodseeker,14877.62,14209.28,3024
61385,Disruptor,15015.69,15741.94,1526
61391,Venomancer,14874.28,15854.47,1279
61405,QueenOfPain,13567.97,15021.84,3308
61407,DoomBringer,13585.88,16271.62,1845
61419,Jakiro,13332.5,16295.5,2150
61421,Bloodseeker,14729.91,14721.5,3024
61433,WitchDoctor,13443.59,16090.72,1647
61439,Magnataur,14516.56,16357.19,930
61445,Disruptor,14472.78,15704.84,1491
61451,Venomancer,14361.0,15653.0,1471
61465,QueenOfPain,13036.19,15363.38,3308
61467,DoomBringer,13237.94,15969.69,1402
61491,Bloodseeker,13819.09,14988.72,3024
61493,WitchDoctor,13082.0,15957.75,1207
61499,Jakiro,12969.78,15834.66,1868
61503,Magnataur,14868.0,16129.47,654
61507,Disruptor,14232.97,15205.0,1477
61515,Venomancer,13903.0,15807.78,1526
61535,DoomBringer,13234.81,16054.38,1064
61547,QueenOfPain,12748.81,15610.06,3308
61551,Bloodseeker,12962.75,15321.03,3024
61553,WitchDoctor,12535.06,16213.34,1041
61559,Jakiro,12613.78,15708.78,1769
61563,Magnataur,16195.59,16207.59,670
61569,Disruptor,13643.12,15073.66,1476
61575,Venomancer,14095.16,15963.28,877
61595,DoomBringer,13679.72,16062.81,354
61613,WitchDoctor,12274.53,16544.69,1135
61619,Jakiro,12175.56,15801.78,1597
61629,Disruptor,13259.75,15092.0,1475
61633,QueenOfPain,13791.47,15999.69,3365
61635,Bloodseeker,12410.0,16015.44,3024
61635,Venomancer,13802.22,15611.31,1023
61637,Magnataur,15751.94,16088.53,692
61673,WitchDoctor,11767.66,16841.03,1228
61683,Jakiro,12199.16,15815.47,1616
61695,Disruptor,13217.91,15026.91,1472
61699,Venomancer,14045.06,15227.5,719
61703,QueenOfPain,13868.94,15719.94,3391
61705,Bloodseeker,12128.0,15776.0,2915
61733,WitchDoctor,11258.38,17178.59,1322
61733,Magnataur,15616.84,15998.91,719
61755,Disruptor,13739.16,15026.94,1450
61761,Venomancer,14357.72,15131.47,480
61767,QueenOfPain,13919.28,15552.38,3410
61777,Bloodseeker,12502.0,15619.34,3056
61793,WitchDoctor,10755.94,16826.56,1416
61797,Magnataur,14988.09,15833.91,741
61819,Disruptor,13293.03,14967.97,1332
61833,Venomancer,14380.12,15132.12,525
61837,QueenOfPain,14523.0,14869.53,3214
61841,Bloodseeker,13418.0,15100.03,3065
61853,WitchDoctor,10367.44,16333.38,1510
61857,Magnataur,15562.06,15492.16,873
61881,Disruptor,12957.31,15003.06,1336
61897,QueenOfPain,14919.34,14758.84,3294
61901,Bloodseeker,14290.56,14761.59,3090
61901,Venomancer,14600.0,15184.22,518
61913,WitchDoctor,10220.25,15767.41,1608
61921,Magnataur,14864.5,14703.91,978
61941,Disruptor,14663.91,15245.81,1351
61957,QueenOfPain,14223.62,14727.47,2353
61961,Venomancer,15144.81,15286.0,572
61973,WitchDoctor,10366.34,15138.59,1728
61987,Bloodseeker,14401.88,14676.62,2765
61991,Magnataur,14899.25,14734.16,1057
62023,QueenOfPain,14078.25,14722.97,1543
62023,Venomancer,14687.0,15023.41,620
62027,Disruptor,14597.66,15180.09,1515
62033,WitchDoctor,10787.0,14667.12,1847
62055,Magnataur,14933.56,14888.75,1081
62061,Bloodseeker,13870.16,14808.59,3090
62083,QueenOfPain,12551.22,14942.81,1225
62083,Venomancer,14047.81,14971.41,665
62093,WitchDoctor,11313.91,14241.38,1961
62099,Disruptor,14195.19,15077.34,1538
62115,Magnataur,14086.75,14734.66,1103
62121,Bloodseeker,12842.62,15004.19,3078
62143,Venomancer,13437.34,15131.97,785
62149,QueenOfPain,12277.12,14684.84,1081
62153,WitchDoctor,11988.62,14200.19,2075
62159,Disruptor,13486.31,15040.22,1558
62175,Magnataur,13245.09,14991.59,1125
62183,Bloodseeker,12499.38,14936.5,2623
62205,Venomancer,13011.56,15033.28,832
62209,QueenOfPain,11838.78,14200.66,1342
62225,Disruptor,12919.31,15040.03,1580
62233,WitchDoctor,12080.31,13879.28,2079
62241,Magnataur,13563.88,14810.22,1150
62243,Bloodseeker,12363.28,14861.22,2556
62267,Venomancer,13530.72,14844.88,877
62271,QueenOfPain,11502.31,13883.03,1508
62285,Disruptor,12625.34,14841.34,1599
62293,WitchDoctor,12190.94,13279.97,2079
62303,Bloodseeker,11620.5,14934.44,2414
62305,Magnataur,14202.94,15085.94,1173
62334,QueenOfPain,11778.56,12408.31,1489
62338,Venomancer,13763.47,14824.5,931
62346,Disruptor,13250.56,15030.53,1619
62354,WitchDoctor,12124.59,12653.66,2078
62364,Bloodseeker,11650.94,15861.25,2331
62370,Magnataur,14154.28,15072.97,1198
62394,QueenOfPain,12382.25,12438.34,1577
62404,Venomancer,13855.12,14779.78,980
62406,Disruptor,13957.56,15086.06,1639
62418,WitchDoctor,11627.38,12462.28,2079
62430,Magnataur,14877.91,14614.0,1220
62436,Bloodseeker,11617.56,16185.69,2002
62462,QueenOfPain,12508.84,12587.28,1652
62466,Disruptor,14633.97,14884.88,1660
62468,Venomancer,13804.34,14281.94,1028
62490,Magnataur,14561.75,13931.78,1242
62502,Bloodseeker,11894.81,16050.56,2738
62516,WitchDoctor,11655.56,12476.5,2072
62524,QueenOfPain,12528.31,12747.16,1727
62526,Disruptor,14782.03,14268.56,1660
62536,Venomancer,13678.94,13912.34,1079
62562,Bloodseeker,12598.38,15538.06,2619
62570,Magnataur,14546.97,13912.56,1273
62576,WitchDoctor,11618.72,12619.75,2072
62584,QueenOfPain,12534.09,13045.41,1798
62586,Disruptor,15058.59,13737.97,1660
62596,Venomancer,14169.59,14016.94,1124
62622,Bloodseeker,13344.12,14921.56,2197
62646,WitchDoctor,11966.97,12674.97,2079
62648,QueenOfPain,12543.25,13282.91,1911
62648,Disruptor,15205.94,13632.38,1660
62652,Magnataur,14669.78,13955.72,1303
62658,Venomancer,14132.25,13555.97,1172
62682,Bloodseeker,13135.16,14468.0,2046
62708,Disruptor,15320.78,14103.44,1660
62714,WitchDoctor,12104.78,12493.28,2079
62714,QueenOfPain,12360.09,13331.81,2070
62718,Venomancer,14247.47,13589.41,1217
62736,Magnataur,15860.03,22286.69,1333
62746,Bloodseeker,13272.31,13941.59,2084
62768,Disruptor,14775.41,14452.78,1660
62776,QueenOfPain,10962.97,12716.78,2126
62778,Venomancer,14136.22,13677.16,1262
62814,Alchemist,16516.62,9445.81,2166
62822,Magnataur,15862.56,22387.41,1358
62824,Bloodseeker,13226.69,13761.62,1932
62832,Disruptor,14219.59,14390.62,1660
62836,QueenOfPain,11509.97,12757.34,2182
62840,Venomancer,13863.5,13879.16,1307
62850,WitchDoctor,12021.25,12157.84,2079
62881,Alchemist,16952.0,9769.12,2166
62897,Bloodseeker,13166.0,13690.75,2681
62899,QueenOfPain,12190.28,12909.06,2240
62903,Disruptor,14406.31,14522.72,1660
62905,Venomancer,13761.09,13904.59,1356
62919,Magnataur,15749.47,22420.78,1386
62961,QueenOfPain,12301.38,13234.69,2298
62963,Bloodseeker,13465.62,14354.59,2564
62971,Venomancer,13950.62,14072.44,1406
62983,Alchemist,17354.56,9709.5,2166
62985,Disruptor,14519.75,14478.34,1660
62999,Magnataur,15525.31,22503.62,1458
63021,QueenOfPain,11884.59,13479.34,2348
63023,Bloodseeker,13794.34,15103.34,2544
63031,Venomancer,14448.5,14444.78,1451
63045,Disruptor,15060.56,15003.94,1660
63081,QueenOfPain,11248.16,13669.78,2397
63083,Magnataur,15353.41,22661.97,1483
63083,Bloodseeker,13952.81,15859.38,2517
63091,WitchDoctor,12215.16,12248.94,2079
63091,Venomancer,14947.41,14872.94,1496
63105,Disruptor,15614.59,15524.16,1660
63141,QueenOfPain,10594.41,13815.84,2445
63143,Bloodseeker,14372.5,16412.34,2549
63145,Magnataur,14574.91,22685.09,1501
63151,WitchDoctor,12372.81,12903.53,2079
63161,Venomancer,15262.03,15040.97,1547
63165,Disruptor,15965.88,16069.44,1660
63169,Alchemist,17248.69,9939.59,2276
63203,Bloodseeker,14813.72,17093.72,2582
63205,Magnataur,13488.88,23952.97,1519
63207,QueenOfPain,9107.66,14856.34,2502
63211,WitchDoctor,12256.97,12847.53,2079
63225,Disruptor,16306.34,16676.91,1660
63229,Alchemist,16610.94,9648.12,2276
63229,Venomancer,15581.72,15292.12,1549
63263,Bloodseeker,15455.0,16796.34,2615
63273,WitchDoctor,12017.69,12699.06,2079
63275,QueenOfPain,8659.28,14911.91,2584
63285,Disruptor,16884.28,17154.62,1660
63289,Venomancer,15970.94,15823.12,1549
63291,Magnataur,13567.78,24019.62,1413
63307,Alchemist,15618.5,8614.41,2215
63323,Bloodseeker,16205.22,16334.44,2654
63335,QueenOfPain,8510.97,15458.81,2647
63345,Disruptor,18460.03,18263.5,1660
63349,Venomancer,16443.88,16282.16,1549
63351,WitchDoctor,12556.0,12959.22,2079
63383,Bloodseeker,17069.12,16295.53,2693
63387,Magnataur,13567.78,24019.62,1322
63397,Alchemist,15618.5,8614.41,2175
63405,Disruptor,19061.09,18728.16,1660
63409,Venomancer,16966.62,16681.53,1549
63413,WitchDoctor,12449.91,13037.38,2079
63415,QueenOfPain,8500.47,15581.19,2727
63427,Mars,12786.97,13669.41,2901
63443,Bloodseeker,17831.0,16539.0,2732
63457,Magnataur,12873.66,24034.72,1305
63465,Disruptor,19664.41,19180.28,1660
63469,Venomancer,17567.28,16955.0,1549
63475,WitchDoctor,12339.75,13041.69,2079
